school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, address_line_2, postal_state, school_no,longitude, address_town, education_sector, full_phone_no,latitude, entity_type
Primary,343,3192,Kingston Heath Primary School,25 Farm Road,O,null,CHELTENHAM,VIC,3192,Kingston (C),25 Farm Road,null,VIC,5101,145.07907,Cheltenham,Government,03 9584 5805,-37.96278,1
Primary,421,3113,Andersons Creek Primary School,Drysdale Road,O,null,WARRANDYTE,VIC,3113,Manningham (C),36-42 Drysdale Road,null,VIC,5104,145.20819,Warrandyte,Government,03 9844 2757,-37.74838,1
Primary,497,3150,Waverley Meadows Primary School,11 Columbia Drive,O,null,WHEELERS HILL,VIC,3150,Monash (C),11 Columbia Drive,null,VIC,5105,145.18434,Wheelers Hill,Government,03 9561 2879,-37.91436,1
Primary,343,3172,Kingswood Primary School,1-25 Plaza Crescent,O,null,DINGLEY VILLAGE,VIC,3172,Kingston (C),1-25 Plaza Crescent,null,VIC,5106,145.12344,Dingley Village,Government,03 9551 1727,-37.98304,1
Special,506,3032,Ascot Vale Special School,1 Tasma Street,O,null,ASCOT VALE,VIC,3032,Moonee Valley (C),1 Tasma Street,null,VIC,5109,144.93236,Ascot Vale,Government,03 9370 8906,-37.77682,1
Primary,497,3150,Camelot Rise Primary School,Galahad Crescent,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Galahad Crescent,null,VIC,5111,145.18803,Glen Waverley,Government,03 9803 5344,-37.86524,1
Primary,698,3133,Livingstone Primary School,25 -29 Livingstone Rd.,O,null,Vermont South,VIC,3133,Whitehorse (C),25 - 29 Livingstone Road,null,VIC,5113,145.18066,Vermont South,Government,03 9803 7673,-37.85292,1
Primary,118,3021,St Albans Meadows Primary School,2A Laurel Street,O,null,ST ALBANS,VIC,3021,Brimbank (C),2A Laurel Street,null,VIC,5118,144.8176,St Albans,Government,03 9364 6144,-37.75361,1
Primary,267,3174,Silverton Primary School,77-123 Jacksons Road,O,null,NOBLE PARK NORTH,VIC,3174,Greater Dandenong (C),77-123 Jacksons Road,null,VIC,5120,145.193,Noble Park North,Government,03 9795 5033,-37.94921,1
Primary,441,3134,Kalinda Primary School,"39-49 Kalinda Road,",O,null,RINGWOOD,VIC,3134,Maroondah (C),39-49 Kalinda Road,null,VIC,5121,145.25487,Ringwood,Government,03 9876 3289,-37.78962,1
Primary,745,3770,Coldstream Primary School,Kelso Street,O,null,Coldstream,VIC,3770,Yarra Ranges (S),Kelso Street,null,VIC,5127,145.3827,Coldstream,Government,03 9739 1680,-37.73256,1
Primary,421,3106,Templestowe Park Primary School,P O Box 520,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),399 Church Road,null,VIC,5129,145.14326,Templestowe,Government,03 9846 2700,-37.75627,1
Primary,161,3976,River Gum Primary School,P O Box 444,O,null,HAMPTON PARK,VIC,3976,Casey (C),63 Fordholm Road,null,VIC,5130,145.26099,Hampton Park,Government,03 9799 1216,-38.03467,1
Primary,367,3152,Regency Park Primary School,Amesbury Avenue,O,null,WANTIRNA,VIC,3152,Knox (C),Amesbury Avenue,null,VIC,5131,145.23616,Wantirna,Government,03 9801 3614,-37.85487,1
Primary,441,3136,Dorset Primary School,P O Box 270,O,null,CROYDON,VIC,3136,Maroondah (C),Rescorla Avenue,null,VIC,5132,145.28575,Croydon,Government,03 9725 5038,-37.81008,1
Primary,534,3939,Eastbourne Primary School,Private Bag 8,O,null,ROSEBUD,VIC,3939,Mornington Peninsula (S),Allambi Avenue,null,VIC,5133,144.8835,Rosebud,Government,03 5986 4884,-38.37394,1
Primary,707,3074,Thomastown Meadows Primary School,P O Box 296,O,null,THOMASTOWN,VIC,3074,Whittlesea (C),13-21 Diplomat Drive,null,VIC,5134,144.99304,Thomastown,Government,03 9466 1322,-37.68297,1
Primary,217,3199,Kingsley Park Primary School,Franciscan Avenue,O,null,FRANKSTON,VIC,3199,Frankston (C),Franciscan Avenue,null,VIC,5135,145.1557,Frankston,Government,03 9789 0077,-38.16808,1
Primary,161,3802,James Cook Primary School,29-59 James Cook Drive,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),29-59 James Cook Drive,null,VIC,5136,145.24585,Endeavour Hills,Government,03 9700 2601,-37.97906,1
Primary,118,3021,Movelle Primary School,P O Box 40,O,null,ST ALBANS,VIC,3021,Brimbank (C),Gum Road,null,VIC,5139,144.77563,KINGS PARK,Government,03 9366 8892,-37.73759,1
Primary,534,3930,Mount Eliza North Primary School,P O Box 219,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),6 Moseley Drive,null,VIC,5140,145.10054,Mount Eliza,Government,03 9787 6611,-38.1884,1
Special,343,3195,Yarrabah School,P O Box 7064,O,null,ASPENDALE,VIC,3195,Kingston (C),23 Mill Street,null,VIC,5142,145.0967,Aspendale,Government,03 9580 0384,-38.01399,1
Special,217,3199,Frankston Special Developmental School,P O Box 7294,O,null,KARINGAL CENTRE,VIC,3199,Frankston (C),Sassafras Drive,null,VIC,5143,145.1702,Frankston,Government,03 9789 6844,-38.1433,1
Special,66,3081,Waratah Special Developmental School,228 Banksia Street,O,null,Bellfield,VIC,3081,Banyule (C),228 Banksia Street,null,VIC,5144,145.04074,Bellfield,Government,03 9474 8700,-37.75629,1
Special,590,3207,Port Phillip Specialist School,Cnr Nott & Pool Streets,O,null,PORT MELBOURNE,VIC,3207,Port Phillip (C),Cnr Nott & Pool Streets,null,VIC,5145,144.94197,Port Melbourne,Government,03 9646 0855,-37.83679,1
Special,497,3150,Monash Special Developmental School,P O Box 5084,O,null,BRANDON PARK,VIC,3150,Monash (C),15-25 Academy Avenue,null,VIC,5151,145.1658,Wheelers Hill,Government,03 9239 7400,-37.90698,1
Primary,726,3024,Iramoo Primary School,P O Box 421,O,null,WERRIBEE,VIC,3030,Wyndham (C),261 - 269 Mcgrath Road,null,VIC,5152,144.62866,Wyndham Vale,Government,03 9741 2803,-37.89576,1
Primary,698,3133,Weeden Heights Primary School,P O Box 6066,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),41-51 Weeden Drive,null,VIC,5157,145.1784,Vermont South,Government,03 9802 0663,-37.85917,1
Primary,707,3082,Mill Park Primary School,P O Box 163,O,null,MILL PARK,VIC,3082,Whittlesea (C),Blamey Avenue,null,VIC,5160,145.06589,Mill Park,Government,03 9404 3337,-37.6746,1
Special,571,3088,Diamond Valley Special Developmental School,P O Box 401,O,null,GREENSBOROUGH,VIC,3088,Nillumbik (S),14-24 Brentwick Drive,null,VIC,5161,145.11165,Greensborough,Government,03 9432 1022,-37.68675,1
Special,465,3337,Melton Specialist School,P O Box 663,O,null,MELTON,VIC,3337,Melton (C),159-211 Coburns Road,null,VIC,5162,144.56822,Melton,Government,03 9743 4966,-37.68057,1
Special,267,3171,Springvale Park Special Developmental School,P O Box 365,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),13-15 Sandown Road,null,VIC,5164,145.15431,Springvale,Government,03 9546 7666,-37.94935,1
Special,726,3029,Warringa Park School,81 Warringa Crescent,O,null,HOPPERS CROSSING DC,VIC,3029,Wyndham (C),81 Warringa Crescent,null,VIC,5165,144.68759,Hoppers Crossing,Government,03 9749 5774,-37.88404,1
Primary,421,3106,Serpell Primary School,11 - 13 TUCKERS ROAD,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),Tuckers Road,null,VIC,5168,145.15556,Templestowe,Government,03 9842 8182,-37.7699,1
Primary,534,3934,Mount Martha Primary School,P O Box 139,O,null,MOUNT MARTHA,VIC,3934,Mornington Peninsula (S),37 - 55 Glenisla Drive,null,VIC,5171,145.01373,Mount Martha,Government,03 5974 2800,-38.27556,1
Primary,311,3028,Altona Meadows Primary School,PO Box 1144,O,null,Altona Meadows,VIC,3028,Hobsons Bay (C),78-88 Alma Avenue,null,VIC,5172,144.77963,Altona Meadows,Government,03 9369 1288,-37.86846,1
Primary,745,3792,The Patch Primary School,P O Box 8,O,null,THE PATCH,VIC,3792,Yarra Ranges (S),53 Kallista-Emerald Road,null,VIC,5173,145.39297,The Patch,Government,03 9756 7463,-37.89256,1
Primary,497,3150,Jells Park Primary School,Petronella Avenue,O,null,WHEELERS HILL,VIC,3150,Monash (C),17-33 Petronella Avenue,null,VIC,5176,145.19229,Wheelers Hill,Government,03 9560 6494,-37.90215,1
Primary,118,3021,Albanvale Primary School,Dover Street,O,null,ALBANVALE,VIC,3021,Brimbank (C),54-64 Diamond Avenue,null,VIC,5179,144.77448,Albanvale,Government,03 9367 2197,-37.74426,1
Primary,327,3429,Kismet Park Primary School,P O Box 220,O,null,SUNBURY,VIC,3429,Hume (C),Mcewen Drive,null,VIC,5180,144.72836,Sunbury,Government,03 9744 4566,-37.56569,1
Primary,534,3930,Kunyung Primary School,Kunyung Road,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),50 Kunyung Road,null,VIC,5182,145.07623,Mount Eliza,Government,03 9787 6102,-38.18768,1
Primary,571,3088,Apollo Parkways Primary School,"31-43 Civic Drive,",O,null,GREENSBOROUGH,VIC,3088,Nillumbik (S),31-43 Civic Drive,null,VIC,5184,145.10986,Greensborough,Government,03 9433 1300,-37.68739,1
Primary,327,3048,Bethal Primary School,P O Box 2048,O,null,MEADOW HEIGHTS,VIC,3048,Hume (C),26-52 Eldorado Crescent,null,VIC,5186,144.91817,Meadow Heights,Government,03 9309 7626,-37.6597,1
Primary,161,3977,Cranbourne West Primary School,110 Duff Street,O,null,CRANBOURNE,VIC,3977,Casey (C),110 Duff Street,null,VIC,5189,145.26817,Cranbourne,Government,03 5996 2878,-38.10311,1
Primary,343,3197,Patterson Lakes Primary School,P O Box 330,O,null,PATTERSON LAKES,VIC,3197,Kingston (C),130-148 Gladesville Boulevard,null,VIC,5190,145.14479,Patterson Lakes,Government,03 9772 4011,-38.06984,1
Primary,217,3198,Seaford Park Primary School,"P O Box 1018, Belvedere Pk PO",O,null,SEAFORD,VIC,3198,Frankston (C),141 East Road,null,VIC,5191,145.15443,Seaford,Government,03 9786 5197,-38.10504,1
Primary,745,3765,Billanook Primary School,P O Box 302,O,null,MONTROSE,VIC,3765,Yarra Ranges (S),270 Sheffield Road,null,VIC,5193,145.33925,Montrose,Government,03 9728 2624,-37.82495,1
Primary,745,3116,Chirnside Park Primary School,66 Kimberley Drive,O,null,Chirnside Park,VIC,3116,Yarra Ranges (S),66 Kimberley Drive,null,VIC,5194,145.3112,Chirnside Park,Government,03 9727 3466,-37.75021,1
Primary,74,3984,Bass Valley Primary School,70 CORINELLA ROAD,O,null,CORINELLA,VIC,3984,Bass Coast (S),70 Corinella Road,null,VIC,5195,145.48877,Corinella,Government,03 5678 0208,-38.43123,1
Primary,367,3152,Templeton Primary School,P O Box 5190,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),Crestdale Road,null,VIC,5196,145.23264,Wantirna,Government,03 9801 7450,-37.86109,1
Primary,327,3429,Sunbury Heights Primary School,P O Box 243,O,null,Sunbury,VIC,3429,Hume (C),Charter Road East,null,VIC,5197,144.70663,Sunbury,Government,03 9744 3377,-37.58104,1
Primary,534,3915,Wallaroo Primary School,Stalwart Avenue,O,null,HASTINGS,VIC,3915,Mornington Peninsula (S),Stalwart Avenue,null,VIC,5202,145.17258,Hastings,Government,03 5979 2654,-38.29833,1
Primary,161,3802,Mossgiel Park Primary School,P O Box 186,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),71 Scotsburn Way,null,VIC,5205,145.26752,Endeavour Hills,Government,03 9709 7777,-37.968,1
Primary,465,3337,Wedge Park Primary School,P O Box 1501,O,null,MELTON WEST,VIC,3337,Melton (C),27 Cambrian Way,null,VIC,5206,144.55421,Melton West,Government,03 9743 7595,-37.67562,1
Special,441,3136,Croydon Special Developmental School,P O Box 808,O,null,CROYDON,VIC,3136,Maroondah (C),69-95 Belmont Road East,null,VIC,5210,145.28078,Croydon South,Government,03 9725 4933,-37.81563,1
Primary,421,3109,Milgate Primary School,96 Landscape Drive,O,null,DONCASTER EAST,VIC,3109,Manningham (C),96 Landscape Drive,null,VIC,5212,145.17519,Doncaster East,Government,03 9842 7744,-37.77392,1
Primary,161,3806,Berwick Lodge Primary School,P O Box 454,O,null,BERWICK,VIC,3806,Casey (C),139-145 Mansfield Street,null,VIC,5213,145.3271,Berwick,Government,03 9707 1766,-38.03147,1
Special,118,3020,Furlong Park School For Deaf Children,58 - 84 Furlong Road,O,null,SUNSHINE NORTH,VIC,3020,Brimbank (C),58 - 84 Furlong Road,null,VIC,5214,144.8271,Sunshine North,Government,03 9312 3244,-37.76144,1
Special,311,3028,Jennings Street School,4 Jennings Street,O,null,Laverton,VIC,3028,Hobsons Bay (C),4 Jennings Street,null,VIC,5215,144.77367,Laverton,Government,03 9360 9322,-37.85597,1
Special,327,3429,Sunbury And Macedon Ranges Specialist School,P O Box 304,O,null,SUNBURY,VIC,3429,Hume (C),127-143 Circular Drive,null,VIC,5218,144.72932,Sunbury,Government,03 9744 4879,-37.59602,1
Special,189,3073,Northern School For Autism,16-18 Gertz Ave,O,null,Reservoir,VIC,3073,Darebin (C),16-18 Gertz Ave,null,VIC,5219,145.02992,Reservoir,Government,03 9462 5990,-37.70058,1
Special,698,3151,Burwood East Special Developmental School,18 Manooka Street,O,null,BURWOOD EAST,VIC,3151,Whitehorse (C),18 Manooka Street,null,VIC,5225,145.14212,Burwood East,Government,03 9803 4590,-37.8572,1
Primary,327,3048,Meadow Heights Primary School,P O Box 2084,O,null,MEADOW HEIGHTS,VIC,3048,Hume (C),50-70 Paringa Boulevard,null,VIC,5227,144.92355,Meadow Heights,Government,03 9305 2033,-37.65017,1
Special,534,3936,Peninsula Specialist College,25 Old White Hill Road,O,null,DROMANA,VIC,3936,Mornington Peninsula (S),25 Old White Hill Road,null,VIC,5230,145.01012,Dromana,Government,03 5987 2649,-38.34184,1
Primary,161,3802,Chalcot Lodge Primary School,Primrose Hill Close,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),Primrose Hill Close,null,VIC,5231,145.2477,Endeavour Hills,Government,03 9700 4455,-37.96973,1
Primary,161,3977,Rangebank Primary School,14-36 Lesdon Avenue,O,null,CRANBOURNE,VIC,3977,Casey (C),14-36 Lesdon Avenue,null,VIC,5232,145.27574,Cranbourne,Government,03 5996 8900,-38.08736,1
Primary,367,3152,Knox Gardens Primary School,80 Argyle Way,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),80 Argyle Way,null,VIC,5234,145.22958,Wantirna South,Government,03 9800 2320,-37.88228,1
Primary,161,3802,Southern Cross Primary School,P O Box 156,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),1-21 David Collins Drive,null,VIC,5235,145.26457,Endeavour Hills,Government,03 9700 4488,-37.988,1
Primary,118,3021,Kings Park Primary School,P O Box 251,O,null,ST ALBANS,VIC,3021,Brimbank (C),128b Gillespie Road,null,VIC,5236,144.76837,St Albans,Government,03 9367 6555,-37.73327,1
Special,161,3805,Dandenong Valley Special Developmental School,19-21 Victoria Road,O,null,NARRE WARREN,VIC,3805,Casey (C),19-21 Victoria Road,null,VIC,5238,145.296,Narre Warren,Government,03 9704 4800,-38.0076,1
Special,534,3931,Mornington Special Developmental School,P O Box 307,O,null,MORNINGTON,VIC,3931,Mornington Peninsula (S),40 Robertson Drive,null,VIC,5239,145.05717,Mornington,Government,03 5975 6111,-38.22611,1
Special,343,3189,Bayside Special Developmental School,4 Genoa Street,O,null,MOORABBIN,VIC,3189,Kingston (C),4 Genoa Street,null,VIC,5240,145.0568,Moorabbin,Government,03 9555 4155,-37.94336,1
Primary,745,3138,Rolling Hills Primary School,PO Box 160,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),52 Landscape Drive,null,VIC,5241,145.32681,Mooroolbark,Government,03 9726 4454,-37.76637,1
Primary,327,3064,Craigieburn South Primary School,102 HOTHLYN DRIVE,O,null,CRAIGIEBURN,VIC,3064,Hume (C),102 Hothlyn Drive,null,VIC,5243,144.93561,Craigieburn,Government,03 9308 3133,-37.6087,1
Primary,707,3082,Findon Primary School,Cuthbert Drive,O,null,MILL PARK,VIC,3082,Whittlesea (C),Cuthbert Drive,null,VIC,5244,145.0508,Mill Park,Government,03 9404 1362,-37.6668,1
Special,745,3796,Yarra Ranges Special Developmental School,P O Box 19,O,null,Mount Evelyn,VIC,3796,Yarra Ranges (S),20 Burdap Drive,null,VIC,5246,145.38487,Mount Evelyn,Government,03 9736 2499,-37.77502,1
Primary,327,3429,Goonawarra Primary School,P O Box 594,O,null,SUNBURY,VIC,3429,Hume (C),2-6 Gullane Drive,null,VIC,5248,144.75151,Sunbury,Government,03 9744 7137,-37.58056,1
Special,231,3165,Southern Autistic School,P O Box 3032,O,null,Moorabbin East,VIC,3189,Glen Eira (C),12 Margaretta Street,null,VIC,5253,145.06207,East Bentleigh,Government,03 9563 8139,-37.92672,1
Primary,726,3029,Bellbridge Primary School,P O Box 4160,O,null,HOPPERS CROSSING,VIC,3029,Wyndham (C),120 Bellbridge Drive,null,VIC,5254,144.71078,Hoppers Crossing,Government,03 9749 6161,-37.87108,1
Primary,441,3136,Croydon Hills Primary School,CAMPASPE DRIVE,O,null,CROYDON HILLS,VIC,3136,Maroondah (C),Campaspe Drive,null,VIC,5255,145.27135,Croydon Hills,Government,03 9725 1206,-37.7773,1
Primary,465,3337,Kurunjang Primary School,P O Box 554,O,null,MELTON,VIC,3337,Melton (C),37-45 Mowbray Crescent,null,VIC,5256,144.58597,Melton,Government,03 9743 0633,-37.67016,1
Primary,217,3910,Langwarrin Park Primary School,19-27 Northgateway,O,null,LANGWARRIN,VIC,3910,Frankston (C),19-27 Northgateway,null,VIC,5257,145.2025,Langwarrin,Government,03 9775 7533,-38.15092,1
Primary,118,3038,Taylors Lakes Primary School,21-35 Chichester Drive,O,null,Taylors Lakes,VIC,3038,Brimbank (C),21-35 Chichester Drive,null,VIC,5258,144.79408,Taylors Lakes,Government,03 9390 3388,-37.70892,1
Primary,66,3095,Glen Katherine Primary School,Calendonia Drive,O,null,ELTHAM NORTH,VIC,3095,Banyule (C),Calendonia Drive,null,VIC,5260,145.1404,Eltham North,Government,03 9431 1599,-37.6899,1
Special,525,3058,Coburg Special Developmental School,Cnr Bishop & Gaffney Streets,O,null,COBURG,VIC,3058,Moreland (C),Cnr Bishop & Gaffney Streets,null,VIC,5261,144.95174,Coburg,Government,03 9354 4366,-37.73292,1
Special,327,3047,Broadmeadows Special Developmental School,30-40 Sorrento St,O,null,BROADMEADOWS,VIC,3047,Hume (C),29 - 35 Dimboola Road,null,VIC,5262,144.9141,Broadmeadows,Government,03 9302 1244,-37.68165,1
Special,118,3020,Sunshine Special Developmental School,Ivory Court,O,null,SUNSHINE,VIC,3020,Brimbank (C),Ivory Court,null,VIC,5267,144.81989,Sunshine,Government,03 9311 4804,-37.80343,1
Primary,735,3121,Richmond Primary School,85 Brighton Street,O,null,RICHMOND,VIC,3121,Yarra (C),85 Brighton Street,null,VIC,5269,144.99907,Richmond,Government,03 9428 1909,-37.82957,1
Primary,735,3121,Yarra Primary School,68-76 Davison Street,O,null,RICHMOND,VIC,3121,Yarra (C),68-76 Davison Street,null,VIC,5271,145.00748,Richmond,Government,03 9428 3286,-37.81464,1
Special,433,3013,Yarraville Special Developmental School,P O Box 88,O,null,KINGSVILLE,VIC,3012,Maribyrnong (C),117 Blackwood Street,null,VIC,5278,144.88365,Yarraville,Government,03 9314 4919,-37.81791,1
Primary,275,3222,Clifton Springs Primary School,P O Box 276,O,null,DRYSDALE,VIC,3222,Greater Geelong (C),82-118 Jetty Road,null,VIC,5280,144.55367,Clifton Springs,Government,03 5251 3581,-38.16518,1
Primary,367,3178,Park Ridge Primary School,Wentworth Avenue,O,null,ROWVILLE,VIC,3178,Knox (C),Wentworth Avenue,null,VIC,5281,145.26247,Rowville,Government,03 9752 8555,-37.91841,1
Special,707,3075,Merriang Special Developmental School,11 Duncan Road,O,null,LALOR,VIC,3075,Whittlesea (C),11 Duncan Road,null,VIC,5284,145.01508,Lalor,Government,03 9464 3011,-37.66724,1
Primary,698,3130,Orchard Grove Primary School,101 Orchard Grove,O,null,BLACKBURN SOUTH,VIC,3130,Whitehorse (C),101 Orchard Grove,null,VIC,5285,145.14653,Blackburn South,Government,03 9894 3400,-37.84023,1
Primary,707,3076,Meadowglen Primary School,22-48 Meadow Glen Drive,O,null,EPPING,VIC,3076,Whittlesea (C),22-48 Meadow Glen Drive,null,VIC,5286,145.05309,Epping,Government,03 9408 6222,-37.64275,1
Primary,311,3028,Altona Green Primary School,240 Victoria Street,O,null,ALTONA MEADOWS,VIC,3028,Hobsons Bay (C),240 Victoria Street,null,VIC,5287,144.78468,Altona Meadows,Government,03 9360 0777,-37.88658,1
Primary,111,3104,Boroondara Park Primary School,40 ALMOND STREET,O,null,BALWYN NORTH,VIC,3104,Boroondara (C),40 Almond Street,null,VIC,5288,145.08806,Balwyn North,Government,03 9857 5157,-37.78898,1
Special,311,3028,Western Autistic School,P O Box 433,O,null,Laverton,VIC,3028,Hobsons Bay (C),1 Burnley Street,null,VIC,5290,144.77808,Laverton,Government,03 9097 2000,-37.85078,1
Primary,161,3976,Coral Park Primary School,145 Coral Drive,O,null,HAMPTON PARK,VIC,3976,Casey (C),145 Coral Drive,null,VIC,5292,145.27403,Hampton Park,Government,03 9702 8398,-38.04349,1
Primary,161,3805,Maramba Primary School,Maramba Drive,O,null,NARRE WARREN,VIC,3805,Casey (C),Maramba Drive,null,VIC,5293,145.30376,Narre Warren,Government,03 9796 7150,-38.0036,1
Primary,161,3802,Thomas Mitchell Primary School,Thomas Mitchell Drive,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),67-77 Thomas Mitchell Drive,null,VIC,5294,145.27446,Endeavour Hills,Government,03 9706 2254,-37.97997,1
Primary,367,3178,Karoo Primary School,Karoo Road,O,null,ROWVILLE,VIC,3178,Knox (C),Karoo Road,null,VIC,5295,145.26328,Rowville,Government,03 9759 6222,-37.90532,1
Primary,118,3037,Mackellar Primary School,29 - 35 Goldsmith Avenue,O,null,DELAHEY,VIC,3037,Brimbank (C),29-35 Goldsmith Avenue,null,VIC,5297,144.77686,Delahey,Government,03 9364 0200,-37.71735,1
